Previous Crop,Soil Type,Moisture Level,Nitrogen (N),Phosphorus (P),Potassium (K),Recommended Crop
Barley,Clayey,38,108,0,597,Millets
Wheat,Sandy,16,348,142,29,Soybean
Tobacco,Clayey,38,65,6,181,Millets
Barley,Sandy,21,85,9,728,Millets
Barley,Loamy,21,243,111,455,Millets
Tobacco,Clayey,18,182,149,340,Millets
Rice,Sandy,31,70,84,221,Sorghum
Rice,Saline,23,80,6,584,Sorghum
Maize,Silt,28,287,66,833,Rice
Millets,Clayey,18,261,119,84,Millets
Maize,Sandy,36,87,127,3,Cotton
Maize,Loamy,18,165,70,713,Cotton
Sorghum,Loamy,14,240,47,248,Millets
Sorghum,Silt,35,184,92,180,Millets
Groundnut,Loamy,26,111,35,375,Millets
Barley,Silt,37,227,12,225,Millets
Groundnut,Clayey,27,289,61,623,Millets
Millets,Saline,26,217,1,267,Millets
Groundnut,Silt,36,234,115,186,Millets
Millets,Loamy,34,367,11,587,Millets
Rice,Sandy,39,381,86,549,Sorghum
Millets,Loamy,31,266,66,726,Millets
Groundnut,Loamy,31,116,127,781,Millets
Sorghum,Saline,39,190,41,272,Millets
Tobacco,Saline,23,121,6,309,Millets
Soybean,Saline,16,287,78,251,Millets
Cotton,Saline,15,328,0,14,Millets
Rice,Silt,35,197,77,497,Sorghum
Groundnut,Clayey,21,31,148,536,Millets
Groundnut,Loamy,13,330,6,597,Millets
Cotton,Sandy,24,210,26,108,Millets
Groundnut,Saline,22,158,53,874,Millets
Groundnut,Loamy,40,132,90,12,Millets
Groundnut,Sandy,30,229,41,544,Millets
Groundnut,Silt,39,318,42,297,Millets
Groundnut,Sandy,14,137,27,542,Millets
Barley,Loamy,32,268,138,636,Millets
Cotton,Saline,34,301,9,297,Millets
Millets,Loamy,17,57,48,171,Millets
Sorghum,Clayey,11,89,116,501,Millets
Sorghum,Silt,37,345,4,759,Millets
Maize,Silt,32,375,35,252,Rice
Sorghum,Saline,27,185,72,547,Millets
Soybean,Sandy,26,179,59,689,Millets
Tobacco,Silt,32,223,131,292,Millets
Soybean,Clayey,10,50,64,537,Millets
Maize,Clayey,25,26,94,46,Rice
Cotton,Loamy,17,252,96,302,Millets
Soybean,Silt,40,306,12,536,Millets
Cotton,Sandy,23,300,72,842,Millets
Rice,Saline,18,88,34,46,Sorghum
Groundnut,Saline,10,386,48,398,Millets
Cotton,Saline,23,266,37,236,Millets
Sorghum,Clayey,24,203,88,487,Millets
Millets,Sandy,35,213,53,168,Millets
Wheat,Clayey,14,136,21,492,Cotton
Millets,Clayey,40,217,22,406,Millets
Groundnut,Loamy,13,254,72,883,Millets
Tobacco,Clayey,38,333,130,581,Millets
Soybean,Silt,35,150,137,751,Millets
Millets,Saline,40,75,136,412,Millets
Sorghum,Sandy,28,327,130,614,Millets
Soybean,Sandy,33,116,13,223,Millets
Rice,Loamy,24,400,79,334,Wheat
Cotton,Loamy,15,157,20,676,Millets
Millets,Loamy,21,158,140,806,Millets
Groundnut,Saline,39,399,136,823,Millets
Tobacco,Silt,14,216,40,3,Millets
Groundnut,Saline,15,9,107,154,Millets
Barley,Silt,28,174,77,283,Millets
Barley,Loamy,35,298,45,98,Millets
Wheat,Clayey,22,284,10,212,Cotton
Barley,Loamy,11,379,71,783,Millets
Barley,Loamy,22,380,136,418,Millets
Tobacco,Silt,34,280,82,645,Millets
Cotton,Saline,18,1,19,402,Millets
Barley,Clayey,36,274,115,56,Millets
Groundnut,Sandy,35,213,86,787,Millets
Soybean,Loamy,39,344,29,547,Millets
Barley,Sandy,30,47,59,462,Millets
Maize,Loamy,12,66,89,44,Cotton
Wheat,Silt,28,124,58,596,Cotton
Cotton,Clayey,23,126,30,134,Millets
Millets,Silt,37,274,111,784,Millets
Sorghum,Clayey,34,115,16,489,Millets
Barley,Sandy,17,373,129,484,Millets
Groundnut,Saline,22,105,69,604,Millets
Sorghum,Clayey,18,6,88,337,Millets
Groundnut,Saline,29,346,118,580,Millets
Barley,Silt,20,106,44,875,Millets
Maize,Sandy,12,204,64,232,Cotton
Maize,Saline,33,23,15,753,Rice
Cotton,Sandy,37,288,138,157,Millets
Soybean,Loamy,35,187,125,594,Millets
Tobacco,Loamy,10,192,46,860,Millets
Groundnut,Loamy,16,52,38,281,Millets
Cotton,Loamy,22,332,96,474,Millets
Rice,Clayey,28,368,43,460,Wheat
Sorghum,Sandy,13,358,5,55,Millets
Groundnut,Saline,13,316,7,823,Millets
Millets,Sandy,35,194,119,336,Millets
Tobacco,Silt,19,14,119,750,Millets
Rice,Silt,28,107,61,4,Sorghum
Maize,Sandy,21,371,144,650,Cotton
Maize,Silt,24,89,89,652,Rice
Wheat,Loamy,38,385,81,380,Cotton
Tobacco,Loamy,38,188,37,148,Millets
Millets,Silt,25,114,92,373,Millets
Sorghum,Loamy,30,245,28,750,Millets
Soybean,Clayey,22,285,143,224,Millets
Millets,Clayey,31,314,141,163,Millets
Soybean,Silt,28,328,11,77,Millets
Millets,Silt,33,387,97,655,Millets
Groundnut,Loamy,23,174,99,433,Millets
Tobacco,Silt,26,319,30,458,Millets
Barley,Sandy,25,97,146,555,Millets
Rice,Sandy,37,247,95,18,Sorghum
Groundnut,Saline,33,382,62,439,Millets
Tobacco,Saline,17,84,9,166,Millets
Barley,Silt,16,63,47,405,Millets
Millets,Sandy,37,257,28,852,Millets
Soybean,Sandy,21,357,56,156,Millets
Wheat,Loamy,37,121,9,622,Cotton
Maize,Sandy,20,77,141,526,Cotton
Barley,Sandy,12,290,98,357,Millets
Cotton,Sandy,17,347,61,873,Millets
Groundnut,Loamy,24,180,63,79,Millets
Maize,Sandy,25,37,16,774,Cotton
Millets,Loamy,39,42,6,803,Millets
Wheat,Clayey,17,251,120,817,Cotton
Tobacco,Sandy,35,20,91,879,Millets
Cotton,Clayey,15,10,57,808,Millets
Millets,Clayey,18,347,118,78,Millets
Millets,Clayey,12,87,18,586,Millets
Cotton,Silt,21,148,53,703,Millets
Tobacco,Saline,18,94,47,2,Millets
Cotton,Clayey,30,230,136,40,Millets
Cotton,Loamy,21,351,92,829,Millets
Barley,Clayey,12,294,137,124,Millets
Wheat,Sandy,12,360,65,846,Soybean
Soybean,Loamy,16,378,133,611,Millets
Maize,Saline,15,165,142,378,Rice
Wheat,Silt,31,189,31,370,Cotton
Sorghum,Loamy,36,387,3,826,Millets
Wheat,Saline,33,202,28,281,Cotton
Millets,Loamy,39,270,45,372,Millets
Soybean,Clayey,12,248,41,752,Millets
Tobacco,Loamy,14,52,73,809,Millets
Tobacco,Saline,34,171,9,585,Millets
Rice,Sandy,25,341,113,779,Sorghum
Barley,Silt,17,305,135,478,Millets
Millets,Loamy,22,102,4,442,Millets
Millets,Saline,24,14,14,724,Millets
Cotton,Saline,32,52,75,646,Millets
Millets,Clayey,10,323,116,445,Millets
Rice,Silt,35,375,97,449,Sorghum
Rice,Silt,17,29,10,160,Sorghum
Millets,Clayey,38,170,29,621,Millets
Rice,Clayey,14,5,146,302,Wheat
Maize,Loamy,15,187,53,624,Cotton
Rice,Silt,24,215,128,837,Sorghum
Millets,Silt,17,205,4,761,Millets
Rice,Clayey,22,213,30,526,Wheat
Soybean,Loamy,26,347,91,309,Millets
Soybean,Silt,25,307,92,524,Millets
Soybean,Silt,21,132,52,66,Millets
Cotton,Sandy,14,217,1,30,Millets
Maize,Clayey,25,38,68,880,Rice
Cotton,Saline,12,140,2,478,Millets
Rice,Saline,33,359,132,685,Sorghum
Maize,Clayey,17,281,115,621,Rice
Maize,Clayey,37,264,115,691,Rice
Maize,Silt,25,62,81,716,Rice
Tobacco,Clayey,19,371,22,640,Millets
Soybean,Clayey,30,85,45,473,Millets
Millets,Clayey,17,88,103,382,Millets
Rice,Saline,12,198,96,197,Sorghum
Millets,Silt,39,33,80,238,Millets
Millets,Silt,31,229,145,604,Millets
Wheat,Clayey,32,376,116,495,Cotton
Wheat,Sandy,39,12,19,362,Soybean
Tobacco,Loamy,15,179,111,169,Millets
Sorghum,Sandy,21,134,117,366,Millets
Cotton,Saline,34,234,1,878,Millets
Maize,Sandy,36,117,133,701,Cotton
Maize,Sandy,13,89,99,897,Cotton
Rice,Saline,34,141,82,605,Sorghum
Soybean,Silt,18,82,31,851,Millets
Soybean,Silt,34,1,102,723,Millets
Tobacco,Silt,18,9,31,885,Millets
Rice,Silt,20,35,27,184,Sorghum
Barley,Sandy,18,190,28,580,Millets
Soybean,Clayey,23,361,127,602,Millets
Wheat,Saline,31,104,4,371,Cotton
Rice,Loamy,25,133,43,887,Wheat
Tobacco,Saline,19,158,13,52,Millets
Groundnut,Silt,23,138,135,597,Millets
Soybean,Sandy,22,10,113,234,Millets
Barley,Clayey,29,391,65,367,Millets
Barley,Loamy,24,296,104,496,Millets
Cotton,Sandy,32,87,97,86,Millets
Cotton,Sandy,15,337,32,681,Millets
Barley,Clayey,31,286,110,173,Millets
Barley,Loamy,17,358,6,465,Millets
Maize,Saline,17,161,5,86,Rice
Groundnut,Saline,40,294,82,78,Millets
Rice,Saline,27,183,34,197,Sorghum
Maize,Saline,40,319,139,485,Rice
Cotton,Saline,19,225,32,673,Millets
Wheat,Silt,31,220,131,173,Cotton
Maize,Saline,40,134,145,86,Rice
Rice,Loamy,36,211,51,368,Wheat
Rice,Loamy,33,307,90,58,Wheat
Soybean,Clayey,17,162,125,862,Millets
Cotton,Loamy,33,319,22,59,Millets
Tobacco,Silt,29,191,72,900,Millets
Wheat,Loamy,39,45,12,82,Cotton
Wheat,Clayey,12,291,88,606,Cotton
Rice,Loamy,12,304,131,373,Wheat
Maize,Clayey,13,2,40,355,Rice
Barley,Saline,23,330,39,725,Millets
Wheat,Silt,35,299,21,332,Cotton
Soybean,Clayey,27,16,134,136,Millets
Groundnut,Sandy,13,66,9,338,Millets
Cotton,Saline,26,244,117,415,Millets
Groundnut,Loamy,16,92,83,778,Millets
Rice,Saline,40,164,40,657,Sorghum
Wheat,Sandy,24,44,109,830,Soybean
Tobacco,Sandy,10,291,51,553,Millets
Groundnut,Loamy,35,5,42,549,Millets
Soybean,Saline,22,387,89,84,Millets
Wheat,Silt,23,303,120,411,Cotton
Maize,Silt,26,367,17,479,Rice
Soybean,Silt,23,248,68,900,Millets
Sorghum,Loamy,15,229,92,51,Millets
Tobacco,Sandy,23,88,60,729,Millets
Maize,Saline,39,291,21,168,Rice
Sorghum,Sandy,10,167,129,362,Millets
Maize,Sandy,10,388,112,708,Cotton
Millets,Saline,33,346,67,187,Millets
Millets,Loamy,32,144,138,97,Millets
Maize,Sandy,18,73,27,557,Cotton
Millets,Saline,10,316,136,881,Millets
Barley,Loamy,35,92,5,158,Millets
Cotton,Clayey,14,180,87,882,Millets
Soybean,Saline,38,71,86,785,Millets
Sorghum,Sandy,37,396,6,553,Millets
Maize,Saline,23,99,26,662,Rice
Sorghum,Sandy,10,319,59,335,Millets
Soybean,Saline,28,337,130,617,Millets
Sorghum,Sandy,19,6,76,22,Millets
Tobacco,Sandy,40,40,28,601,Millets
Maize,Loamy,34,202,24,46,Cotton
Groundnut,Clayey,39,250,96,67,Millets
Rice,Silt,10,327,70,23,Sorghum
Maize,Loamy,23,326,79,217,Cotton
Groundnut,Loamy,21,83,79,188,Millets
Wheat,Loamy,18,97,134,728,Cotton
Tobacco,Loamy,27,257,11,159,Millets
Soybean,Silt,28,211,88,79,Millets
Soybean,Sandy,34,23,47,633,Millets
Millets,Loamy,27,286,83,740,Millets
Wheat,Saline,12,109,68,86,Cotton
Millets,Silt,16,99,131,457,Millets
Groundnut,Clayey,15,343,92,624,Millets
Wheat,Silt,25,322,52,284,Cotton
Sorghum,Sandy,25,352,88,120,Millets
Tobacco,Loamy,31,79,142,379,Millets
Wheat,Loamy,21,259,136,51,Cotton
Tobacco,Loamy,11,148,42,786,Millets
Rice,Sandy,27,25,87,523,Sorghum
Wheat,Loamy,26,317,2,426,Cotton
Soybean,Loamy,21,223,115,32,Millets
Wheat,Sandy,27,132,120,117,Soybean
Barley,Sandy,11,21,86,661,Millets
Soybean,Clayey,14,64,103,486,Millets
Cotton,Loamy,31,376,68,355,Millets
Rice,Sandy,34,177,29,322,Sorghum
Maize,Clayey,15,42,77,724,Rice
Millets,Loamy,10,122,52,845,Millets
Wheat,Saline,38,278,69,221,Cotton
Sorghum,Loamy,28,385,43,327,Millets
Tobacco,Sandy,25,72,117,829,Millets
Soybean,Saline,34,230,97,682,Millets
Soybean,Silt,33,323,111,867,Millets
Barley,Saline,31,40,106,325,Millets
Soybean,Sandy,27,310,10,405,Millets
Tobacco,Saline,24,133,114,174,Millets
Cotton,Sandy,12,371,92,598,Millets
Sorghum,Sandy,11,341,99,557,Millets
Millets,Loamy,36,312,136,637,Millets
Soybean,Silt,14,164,130,227,Millets
Maize,Sandy,15,54,119,587,Cotton
Wheat,Silt,17,36,16,385,Cotton
Millets,Loamy,31,32,117,804,Millets
Sorghum,Clayey,17,20,138,517,Millets
Sorghum,Sandy,39,271,86,369,Millets
Millets,Sandy,31,57,49,269,Millets
Rice,Clayey,26,248,128,48,Wheat
Rice,Saline,34,223,129,815,Sorghum
Groundnut,Silt,31,384,75,645,Millets
Barley,Silt,23,241,137,425,Millets
Tobacco,Saline,23,343,48,623,Millets
Rice,Saline,34,281,118,751,Sorghum
Barley,Sandy,22,155,51,162,Millets
Rice,Saline,30,264,105,707,Sorghum
Groundnut,Loamy,15,361,17,644,Millets
Wheat,Silt,20,363,105,612,Cotton
Sorghum,Clayey,25,304,33,755,Millets
Groundnut,Silt,30,320,53,729,Millets
Tobacco,Loamy,35,15,122,213,Millets
Tobacco,Silt,35,89,28,562,Millets
Rice,Loamy,36,263,76,579,Wheat
Groundnut,Clayey,34,116,54,825,Millets
Rice,Silt,28,204,133,342,Sorghum
Barley,Sandy,39,199,76,419,Millets
Sorghum,Clayey,28,164,40,895,Millets
Maize,Silt,34,156,34,652,Rice
Millets,Sandy,37,230,36,84,Millets
Tobacco,Clayey,26,353,95,20,Millets
Tobacco,Clayey,29,218,75,868,Millets
Sorghum,Loamy,14,392,72,376,Millets
Maize,Silt,24,11,39,505,Rice
Groundnut,Sandy,35,398,10,730,Millets
Barley,Saline,37,84,87,9,Millets
Wheat,Clayey,39,384,136,748,Cotton
Groundnut,Silt,24,129,16,422,Millets
Maize,Clayey,23,254,23,249,Rice
Maize,Saline,30,136,45,112,Rice
Wheat,Saline,10,107,134,884,Cotton
Barley,Sandy,21,111,1,102,Millets
Tobacco,Clayey,26,171,105,10,Millets
Barley,Loamy,31,313,99,303,Millets
Millets,Clayey,34,108,10,593,Millets
Groundnut,Saline,30,376,35,868,Millets
Wheat,Silt,32,101,135,246,Cotton
Groundnut,Loamy,38,20,23,524,Millets
Maize,Sandy,39,30,132,183,Cotton
Rice,Silt,29,136,8,494,Sorghum
Barley,Saline,18,385,124,852,Millets
Barley,Silt,40,152,40,201,Millets
Barley,Loamy,28,367,60,630,Millets
Millets,Loamy,15,340,149,581,Millets
Cotton,Sandy,16,344,2,566,Millets
Groundnut,Saline,40,339,66,654,Millets
Barley,Silt,31,311,122,698,Millets
Tobacco,Clayey,15,321,47,866,Millets
Sorghum,Silt,13,54,3,655,Millets
Millets,Saline,21,27,74,609,Millets
Wheat,Clayey,16,63,71,214,Cotton
Wheat,Saline,20,65,93,81,Cotton
Sorghum,Silt,34,28,93,789,Millets
Tobacco,Silt,26,141,73,141,Millets
Tobacco,Clayey,29,187,0,514,Millets
Barley,Loamy,36,240,106,178,Millets
Rice,Clayey,12,256,106,431,Wheat
Groundnut,Clayey,24,389,85,406,Millets
Maize,Clayey,30,218,34,328,Rice
Rice,Loamy,26,199,70,223,Wheat
Maize,Sandy,34,182,52,693,Cotton
Cotton,Loamy,32,119,109,560,Millets
Maize,Sandy,29,189,109,754,Cotton
Wheat,Clayey,17,145,42,608,Cotton
Barley,Loamy,34,210,59,143,Millets
Maize,Loamy,20,302,136,277,Cotton
Maize,Sandy,11,234,80,453,Cotton
Maize,Silt,26,278,106,865,Rice
Groundnut,Sandy,22,306,67,304,Millets
Wheat,Loamy,28,308,19,245,Cotton
Sorghum,Sandy,40,39,123,229,Millets
Millets,Saline,25,80,33,43,Millets
Rice,Saline,20,174,141,194,Sorghum
Maize,Sandy,30,46,139,552,Cotton
Groundnut,Loamy,19,153,40,871,Millets
Tobacco,Silt,39,183,132,499,Millets
Cotton,Loamy,31,376,17,344,Millets
Wheat,Saline,31,270,11,523,Cotton
Wheat,Clayey,13,192,11,440,Cotton
Soybean,Loamy,17,348,71,698,Millets
Sorghum,Silt,27,116,128,181,Millets
Cotton,Sandy,33,17,96,617,Millets
Rice,Clayey,14,391,25,20,Wheat
Soybean,Sandy,33,67,38,148,Millets
Wheat,Sandy,21,56,45,522,Soybean
Rice,Clayey,23,132,65,859,Wheat
Maize,Saline,23,77,54,353,Rice
Sorghum,Sandy,28,60,100,836,Millets
Barley,Saline,13,8,67,439,Millets
Groundnut,Silt,30,334,52,337,Millets
Wheat,Silt,31,266,109,396,Cotton
Sorghum,Loamy,13,377,146,823,Millets
Millets,Sandy,38,203,81,273,Millets
Maize,Clayey,11,388,47,662,Rice
Wheat,Silt,19,69,91,169,Cotton
Soybean,Clayey,21,210,121,647,Millets
Millets,Saline,22,201,40,508,Millets
Cotton,Saline,18,0,148,722,Millets
Cotton,Sandy,40,359,44,26,Millets
Barley,Silt,21,252,146,704,Millets
Wheat,Loamy,10,249,95,513,Cotton
Wheat,Sandy,27,391,137,667,Soybean
Soybean,Saline,20,232,84,854,Millets
Maize,Clayey,37,237,108,882,Rice
Wheat,Sandy,28,276,108,650,Soybean
Tobacco,Silt,20,313,129,416,Millets
Cotton,Clayey,13,36,36,471,Millets
Tobacco,Loamy,14,41,112,577,Millets
Rice,Loamy,16,141,143,451,Wheat
Barley,Silt,12,82,86,840,Millets
Tobacco,Saline,34,164,84,71,Millets
Millets,Silt,36,286,64,48,Millets
Maize,Sandy,14,326,99,246,Cotton
Millets,Saline,27,276,1,224,Millets
Rice,Silt,24,42,56,860,Sorghum
Rice,Silt,18,236,65,841,Sorghum
Cotton,Clayey,19,232,24,96,Millets
Groundnut,Loamy,16,315,9,333,Millets
Cotton,Clayey,24,292,32,541,Millets
Maize,Saline,16,47,145,225,Rice
Wheat,Silt,15,164,21,212,Cotton
Tobacco,Clayey,40,289,83,384,Millets
Maize,Saline,34,145,143,795,Rice
Maize,Loamy,31,195,43,741,Cotton
Tobacco,Saline,13,263,135,479,Millets
Maize,Sandy,19,303,109,725,Cotton
Rice,Loamy,19,243,107,385,Wheat
Millets,Clayey,25,213,13,47,Millets
Wheat,Silt,20,182,66,516,Cotton
Soybean,Sandy,15,239,71,72,Millets
Wheat,Sandy,18,325,41,335,Soybean
Millets,Silt,16,33,133,634,Millets
Barley,Loamy,16,367,71,567,Millets
Groundnut,Silt,28,22,113,381,Millets
Millets,Loamy,23,197,75,804,Millets
Wheat,Silt,29,162,89,269,Cotton
Tobacco,Clayey,34,27,85,565,Millets
Maize,Silt,10,107,148,717,Rice
Millets,Sandy,29,101,34,630,Millets
Cotton,Clayey,11,133,64,583,Millets
Cotton,Saline,40,44,99,564,Millets
Tobacco,Loamy,39,162,37,730,Millets
Millets,Silt,22,178,73,533,Millets
Soybean,Sandy,24,145,146,232,Millets
Barley,Loamy,36,20,72,276,Millets
Rice,Sandy,20,58,36,256,Sorghum
Rice,Silt,19,159,46,128,Sorghum
Barley,Clayey,35,281,94,340,Millets
Millets,Silt,35,399,38,90,Millets
Millets,Loamy,11,268,48,776,Millets
Barley,Clayey,20,185,129,182,Millets
Barley,Loamy,13,144,0,575,Millets
Rice,Silt,30,279,27,874,Sorghum
Cotton,Clayey,27,307,132,256,Millets
Tobacco,Silt,22,211,61,738,Millets
Maize,Sandy,26,150,122,631,Cotton
Soybean,Loamy,34,182,137,615,Millets
Wheat,Clayey,34,58,135,202,Cotton
Rice,Silt,38,211,82,863,Sorghum
Cotton,Saline,19,144,145,763,Millets
Tobacco,Silt,36,17,13,483,Millets
Wheat,Loamy,26,208,64,339,Cotton
Wheat,Silt,25,349,59,670,Cotton
Groundnut,Loamy,21,237,138,508,Millets
Groundnut,Sandy,17,339,1,184,Millets
Tobacco,Sandy,17,354,44,305,Millets
Barley,Saline,27,285,125,557,Millets
Soybean,Silt,23,324,61,564,Millets
Tobacco,Loamy,32,119,41,813,Millets
Soybean,Clayey,21,143,54,443,Millets
Soybean,Sandy,35,290,23,221,Millets
Groundnut,Silt,33,267,23,842,Millets
Sorghum,Saline,21,68,49,140,Millets
Soybean,Saline,37,323,48,527,Millets
Millets,Sandy,13,200,94,683,Millets
Soybean,Clayey,32,164,3,29,Millets
Soybean,Sandy,25,100,55,562,Millets
Groundnut,Silt,36,300,21,491,Millets
Groundnut,Saline,27,356,125,86,Millets
Rice,Clayey,38,282,52,145,Wheat
Rice,Saline,14,64,143,271,Sorghum
Sorghum,Silt,10,324,30,219,Millets
Millets,Sandy,26,319,102,361,Millets
Barley,Silt,26,378,126,558,Millets
Barley,Loamy,23,73,43,645,Millets
Tobacco,Silt,22,303,140,336,Millets
Rice,Silt,19,161,26,322,Sorghum
Maize,Sandy,15,287,109,715,Cotton
Wheat,Sandy,39,193,44,615,Soybean
Wheat,Loamy,30,272,77,681,Cotton
Groundnut,Saline,15,364,51,529,Millets
Barley,Loamy,29,358,13,616,Millets
Maize,Loamy,38,162,104,709,Cotton
Barley,Silt,35,76,44,386,Millets
Cotton,Clayey,34,109,29,501,Millets
Millets,Saline,21,230,58,145,Millets
Millets,Silt,28,34,82,543,Millets
Wheat,Clayey,34,193,72,583,Cotton
Maize,Clayey,35,88,94,484,Rice
Barley,Clayey,22,331,69,1,Millets
Sorghum,Saline,31,313,98,270,Millets
Tobacco,Clayey,22,390,136,127,Millets
Rice,Clayey,20,187,10,889,Wheat
Soybean,Loamy,34,373,99,574,Millets
Wheat,Silt,33,161,125,348,Cotton
Millets,Loamy,37,262,74,852,Millets
Maize,Clayey,31,257,16,155,Rice
Millets,Clayey,23,217,90,550,Millets
Wheat,Clayey,17,280,60,301,Cotton
Barley,Silt,15,384,51,499,Millets
Barley,Sandy,27,399,98,827,Millets
Maize,Loamy,12,172,18,675,Cotton
Wheat,Loamy,37,177,61,203,Cotton
Maize,Loamy,34,57,91,555,Cotton
Barley,Sandy,34,327,64,423,Millets
Wheat,Clayey,17,84,93,578,Cotton
Wheat,Saline,22,231,50,465,Cotton
Maize,Silt,20,324,144,812,Rice
Tobacco,Sandy,38,295,144,538,Millets
Cotton,Saline,34,322,96,128,Millets
Groundnut,Loamy,26,296,113,755,Millets
Sorghum,Saline,35,147,147,189,Millets
Barley,Silt,11,173,145,302,Millets
Tobacco,Saline,40,179,15,802,Millets
Soybean,Clayey,19,152,26,137,Millets
Groundnut,Sandy,11,177,0,129,Millets
Barley,Silt,24,261,115,579,Millets
Rice,Loamy,22,270,126,43,Wheat
Sorghum,Silt,32,280,3,56,Millets
Millets,Loamy,34,267,140,757,Millets
Soybean,Sandy,13,219,63,660,Millets
Rice,Sandy,31,106,112,813,Sorghum
Maize,Silt,25,184,61,44,Rice
Soybean,Loamy,10,386,119,166,Millets
Groundnut,Saline,22,59,9,646,Millets
Tobacco,Saline,13,265,29,349,Millets
Millets,Sandy,37,37,45,307,Millets
Tobacco,Saline,28,166,31,330,Millets
Cotton,Saline,16,265,130,250,Millets
Millets,Sandy,18,47,38,202,Millets
Groundnut,Clayey,40,3,107,889,Millets
Sorghum,Saline,31,268,140,305,Millets
Millets,Saline,23,386,66,169,Millets
Soybean,Silt,21,250,139,172,Millets
Groundnut,Loamy,38,95,27,741,Millets
Sorghum,Clayey,13,296,85,96,Millets
Barley,Sandy,32,240,138,71,Millets
Cotton,Saline,21,151,121,427,Millets
Cotton,Silt,18,8,60,212,Millets
Sorghum,Saline,10,185,63,261,Millets
Tobacco,Saline,24,164,92,813,Millets
Maize,Clayey,26,232,117,660,Rice
Maize,Saline,32,68,124,207,Rice
Soybean,Silt,24,275,50,832,Millets
Cotton,Silt,21,194,6,139,Millets
Rice,Loamy,14,155,12,795,Wheat
Tobacco,Loamy,13,332,56,336,Millets
Wheat,Sandy,38,4,98,294,Soybean
Sorghum,Sandy,40,305,69,367,Millets
Wheat,Silt,10,235,9,868,Cotton
Soybean,Silt,29,171,121,463,Millets
Millets,Clayey,27,278,75,173,Millets
Sorghum,Clayey,13,308,53,448,Millets
Tobacco,Loamy,12,34,89,699,Millets
Rice,Saline,11,351,106,184,Sorghum
Tobacco,Clayey,31,246,25,830,Millets
Tobacco,Clayey,14,324,135,583,Millets
Groundnut,Silt,15,394,111,470,Millets
Sorghum,Saline,12,338,115,599,Millets
Tobacco,Clayey,40,113,62,260,Millets
Maize,Silt,39,344,81,816,Rice
Maize,Loamy,12,236,3,347,Cotton
Groundnut,Sandy,13,206,104,34,Millets
Maize,Clayey,39,272,81,160,Rice
Cotton,Silt,39,387,150,844,Millets
Soybean,Saline,37,59,144,597,Millets
Millets,Sandy,16,243,95,477,Millets
Soybean,Saline,23,396,25,538,Millets
Maize,Silt,19,322,24,794,Rice
Soybean,Silt,21,49,61,25,Millets
Sorghum,Loamy,39,376,30,731,Millets
Barley,Sandy,16,210,143,188,Millets
Rice,Clayey,34,246,65,268,Wheat
Wheat,Loamy,22,316,87,766,Cotton
Cotton,Saline,32,369,18,113,Millets
Sorghum,Saline,19,215,64,51,Millets
Sorghum,Sandy,29,194,108,11,Millets
Sorghum,Saline,40,152,91,40,Millets
Tobacco,Loamy,33,365,8,203,Millets
Barley,Saline,36,266,42,765,Millets
Groundnut,Loamy,35,394,27,55,Millets
Tobacco,Loamy,12,133,85,862,Millets
Millets,Sandy,39,276,136,213,Millets
Wheat,Silt,12,58,150,453,Cotton
Maize,Silt,11,152,118,188,Rice
Rice,Saline,27,231,8,318,Sorghum
Groundnut,Silt,30,128,71,88,Millets
Wheat,Silt,17,363,130,376,Cotton
Barley,Saline,23,346,87,844,Millets
Barley,Sandy,24,218,61,875,Millets
Cotton,Clayey,19,362,33,340,Millets
Soybean,Loamy,36,163,117,446,Millets
Barley,Sandy,22,79,31,435,Millets
Wheat,Saline,24,24,44,805,Cotton
Groundnut,Loamy,15,354,18,797,Millets
Sorghum,Sandy,28,83,113,577,Millets
Wheat,Silt,17,356,27,130,Cotton
Tobacco,Loamy,30,30,74,687,Millets
Rice,Saline,27,105,135,72,Sorghum
Millets,Saline,40,213,102,125,Millets
Wheat,Clayey,20,118,41,168,Cotton
Rice,Sandy,31,196,79,381,Sorghum
Tobacco,Sandy,27,379,141,220,Millets
Soybean,Silt,24,83,50,233,Millets
Wheat,Loamy,28,31,110,746,Cotton
Millets,Saline,38,47,30,890,Millets
Tobacco,Saline,13,89,75,606,Millets
Cotton,Saline,34,190,33,746,Millets
Cotton,Clayey,37,237,9,881,Millets
Wheat,Sandy,19,189,18,524,Soybean
Groundnut,Loamy,33,204,59,591,Millets
Groundnut,Saline,25,208,128,188,Millets
Soybean,Sandy,24,156,18,731,Millets
Soybean,Silt,32,125,147,664,Millets
Soybean,Clayey,31,135,86,330,Millets
Wheat,Clayey,22,11,64,386,Cotton
Sorghum,Clayey,30,41,50,0,Millets
Cotton,Saline,40,250,64,598,Millets
Groundnut,Sandy,21,45,76,507,Millets
Groundnut,Loamy,40,400,74,317,Millets
Soybean,Clayey,15,222,102,871,Millets
Rice,Clayey,15,386,136,71,Wheat
Millets,Loamy,31,138,97,589,Millets
Maize,Clayey,32,103,138,93,Rice
Barley,Sandy,24,46,70,899,Millets
Cotton,Loamy,11,273,23,648,Millets
Soybean,Saline,18,362,100,302,Millets
Rice,Silt,10,308,74,805,Sorghum
Rice,Sandy,11,19,57,70,Sorghum
Millets,Loamy,18,249,27,719,Millets
Barley,Saline,31,166,84,448,Millets
